cell	node	doublet
Cell_283	5	no
Cell_284	3	no
Cell_285	3	no
Cell_286	3	no
Cell_287	3	yes
Cell_288	5	no
Cell_289	3	no
Cell_290	3	no
Cell_291	5	yes
Cell_292	3	no
Cell_293	3	no
Cell_294	3	no
Cell_295	3	no
Cell_296	3	no
Cell_297	2	no
Cell_298	3	no
Cell_299	3	no
Cell_300	3	no
Cell_301	2	no
Cell_302	3	no
Cell_303	5	no
Cell_304	5	no
Cell_305	3	no
Cell_306	5	no
Cell_307	3	no
Cell_308	3	no
Cell_309	3	no
Cell_310	3	no
Cell_311	3	no
Cell_312	3	no
Cell_313	3	no
Cell_314	3	no
Cell_315	3	no
Cell_316	3	no
Cell_317	3	no
Cell_318	3	no
Cell_319	5	no
Cell_320	5	no
Cell_321	2	no
Cell_322	5	no
Cell_323	3	no
Cell_324	3	no
Cell_325	3	no
Cell_326	3	no
Cell_327	0	no
Cell_328	3	no
Cell_329	3	no
Cell_330	2	no
Cell_331	3	no
Cell_332	3	no
Cell_333	5	no
Cell_334	3	no
Cell_335	3	no
Cell_336	3	yes
Cell_337	3	no
Cell_338	3	no
Cell_339	5	no
Cell_340	3	no
Cell_341	3	no
Cell_342	5	no
Cell_343	3	no
Cell_344	3	no
Cell_345	3	no
Cell_346	3	no
Cell_347	3	no
Cell_348	5	no
Cell_349	5	no
Cell_350	3	no
Cell_351	3	no
Cell_352	3	no
Cell_353	3	no
Cell_354	3	no
Cell_355	3	no
Cell_356	3	no
Cell_357	3	no
Cell_358	3	no
Cell_359	5	no
Cell_360	3	no
Cell_361	2	no
Cell_362	3	no
Cell_363	3	no
Cell_364	5	no
Cell_365	3	no
Cell_366	3	no
Cell_367	3	no
Cell_368	5	yes
Cell_369	5	no
Cell_370	3	no
Cell_371	5	no
Cell_372	5	no
Cell_373	3	no
Cell_374	3	no
Cell_375	3	no
Cell_376	3	no
Cell_377	3	no
Cell_378	5	no
Cell_379	4	no
Cell_380	3	no
Cell_381	1	yes
Cell_382	3	no
Cell_383	3	no
Cell_384	3	no
Cell_385	5	no
Cell_386	2	no
Cell_387	3	no
Cell_388	3	no
Cell_389	3	no
Cell_390	3	no
Cell_391	3	no
Cell_392	3	no
Cell_393	5	no
Cell_394	5	no
Cell_395	2	no
Cell_396	3	no
Cell_397	1	no
Cell_398	3	no
Cell_399	3	no
Cell_400	3	no
Cell_401	3	no
Cell_402	3	no
Cell_403	1	yes
Cell_404	3	no
Cell_405	3	no
Cell_406	3	no
Cell_407	3	no
Cell_408	3	no
Cell_409	3	no
Cell_410	3	no
Cell_411	5	no
Cell_412	5	no
Cell_413	3	no
Cell_414	3	no
Cell_415	3	no
Cell_416	3	no
Cell_417	5	no
Cell_418	3	no
Cell_419	2	no
Cell_420	3	no
Cell_421	3	no
Cell_422	3	no
Cell_423	3	no
Cell_424	3	no
Cell_425	5	no
Cell_426	3	no
Cell_427	3	no
Cell_428	3	no
Cell_429	3	no
Cell_430	3	no
Cell_431	5	no
Cell_432	3	no
Cell_433	3	no
Cell_434	3	no
Cell_435	5	no
Cell_436	3	no
Cell_437	3	no
Cell_438	3	no
Cell_439	5	no
Cell_440	3	no
Cell_441	5	no
Cell_442	3	no
Cell_443	3	no
Cell_444	3	no
Cell_445	3	no
Cell_446	3	no
Cell_447	2	no
Cell_448	3	no
Cell_449	0	no
Cell_450	5	no
Cell_451	3	no
Cell_452	3	no
Cell_453	3	no
Cell_454	3	no
Cell_455	3	no
Cell_456	5	no
Cell_457	3	no
Cell_458	1	no
Cell_459	3	no
Cell_460	0	no
Cell_461	5	no
Cell_462	3	no
Cell_463	5	no
Cell_464	3	no
Cell_465	3	no
Cell_466	5	no
Cell_467	3	no
Cell_468	5	no
Cell_469	3	no
Cell_470	3	no
Cell_471	3	no
Cell_472	3	no
Cell_473	2	no
Cell_474	3	no
Cell_475	3	no
Cell_476	5	no
Cell_477	3	no
Cell_478	3	no
Cell_479	5	yes
Cell_480	3	no
Cell_481	3	no
Cell_482	3	no
Cell_483	3	no
Cell_484	3	no
Cell_485	3	no
Cell_486	3	no
Cell_487	3	no
Cell_488	3	no
Cell_489	3	no
Cell_490	3	no
Cell_491	3	no
Cell_492	3	no
Cell_493	3	no
Cell_494	5	no
Cell_495	3	no
Cell_496	3	no
Cell_497	3	no
Cell_498	3	no
Cell_499	3	no
Cell_500	3	no
Cell_501	3	no
Cell_502	0	no
Cell_503	3	no
Cell_504	3	no
Cell_505	3	no
Cell_506	3	no
Cell_507	3	no
Cell_508	3	no
Cell_509	3	no
Cell_510	3	no
Cell_511	3	no
Cell_512	3	no
Cell_513	3	no
Cell_514	3	no
Cell_515	3	no
Cell_516	3	no
Cell_517	3	no
Cell_518	3	no
Cell_519	5	no
Cell_520	3	no
Cell_521	3	no
Cell_522	5	no
Cell_523	3	no
Cell_524	3	no
Cell_525	3	no
Cell_526	5	no
Cell_527	3	no
Cell_528	3	no
Cell_529	3	no
Cell_530	3	no
Cell_531	3	no
Cell_532	5	no
Cell_533	3	no
Cell_534	3	no
Cell_535	0	no
Cell_536	5	no
Cell_537	3	no
Cell_538	3	no
Cell_539	5	no
Cell_540	3	no
Cell_541	5	no
Cell_542	3	no
Cell_543	3	no
Cell_544	3	no
Cell_545	3	no
Cell_546	3	no
Cell_547	3	no
Cell_548	3	no
Cell_549	5	no
Cell_550	3	no
Cell_551	3	no
Cell_552	3	no
Cell_553	3	no
Cell_554	3	no
Cell_555	3	no
Cell_556	3	no
Cell_557	3	no
Cell_558	3	no
Cell_559	3	no
Cell_560	3	no
Cell_561	5	no
Cell_562	3	no
Cell_563	3	no
Cell_564	3	no
Cell_565	3	no
Cell_566	5	no
Cell_567	3	no
Cell_568	3	no
Cell_569	3	no
Cell_570	3	no
Cell_571	4	no
Cell_572	3	no
Cell_573	5	no
Cell_574	3	no
Cell_575	3	no
Cell_576	3	no
Cell_577	3	no
Cell_578	3	no
Cell_579	3	no
Cell_580	3	no
Cell_581	3	no
Cell_582	3	no
Cell_583	3	no
Cell_584	3	no
Cell_585	3	no
Cell_586	3	no
Cell_587	3	no
Cell_588	5	no
Cell_589	4	no
Cell_590	5	no
Cell_591	3	no
Cell_592	5	no
Cell_593	2	no
Cell_594	3	no
Cell_595	3	no
Cell_596	3	no
Cell_597	3	no
Cell_598	3	no
Cell_599	3	no
Cell_600	5	no
Cell_601	3	no
Cell_602	3	no
Cell_603	3	no
Cell_604	3	no
Cell_605	3	no
Cell_606	3	no
Cell_607	5	no
Cell_608	5	no
Cell_609	3	no
Cell_610	3	no
Cell_611	3	no
Cell_612	3	no
Cell_613	3	no
Cell_614	3	no
Cell_615	2	no
Cell_616	3	no
Cell_617	3	no
Cell_618	5	no
Cell_619	5	no
Cell_620	3	no
Cell_621	3	no
Cell_622	3	no
Cell_623	3	no
Cell_624	5	no
Cell_625	3	no
Cell_626	3	no
Cell_627	3	no
Cell_628	3	no
Cell_629	3	no
Cell_630	3	no
Cell_631	2	no
Cell_632	3	no
Cell_633	3	no
Cell_634	5	no
Cell_635	4	yes
Cell_636	5	no
Cell_637	3	no
Cell_638	5	no
Cell_639	3	no
Cell_640	3	no
Cell_641	5	no
Cell_642	3	no
Cell_643	3	no
Cell_644	3	no
Cell_645	3	no
Cell_646	3	no
Cell_647	3	no
Cell_648	3	no
Cell_649	3	no
Cell_650	3	no
Cell_651	3	no
Cell_652	3	no
Cell_653	3	no
Cell_654	5	no
Cell_655	3	no
Cell_656	3	no
Cell_657	3	no
Cell_658	5	no
Cell_659	3	no
Cell_660	3	no
Cell_661	3	no
Cell_662	3	no
Cell_663	3	no
Cell_664	3	no
Cell_665	3	no
Cell_666	3	no
Cell_667	3	no
Cell_668	3	no
Cell_669	3	no
Cell_670	0	no
Cell_671	5	no
Cell_672	3	no
Cell_673	3	no
Cell_674	3	yes
Cell_675	3	no
Cell_676	3	no
Cell_677	3	no
Cell_678	3	no
Cell_679	2	no
Cell_680	3	no
Cell_681	3	no
Cell_682	3	no
Cell_683	3	no
Cell_684	5	no
Cell_685	5	no
Cell_686	3	no
Cell_687	1	no
Cell_688	3	yes
Cell_689	5	no
Cell_690	3	no
Cell_691	3	no
Cell_692	3	no
Cell_693	3	no
Cell_694	5	no
Cell_695	5	no
Cell_696	3	no
Cell_697	3	no
Cell_698	3	no
Cell_699	3	no
Cell_700	2	no
Cell_701	3	no
Cell_702	3	no
Cell_703	3	no
Cell_704	3	no
Cell_705	3	no
Cell_706	5	yes
Cell_707	3	no
Cell_708	3	no
Cell_709	5	no
Cell_710	3	no
Cell_711	3	no
Cell_712	3	no
Cell_713	3	no
Cell_714	5	no
Cell_715	3	yes
Cell_716	3	no
Cell_717	3	no
Cell_718	3	no
Cell_719	3	no
Cell_720	3	no
Cell_721	3	no
Cell_722	3	no
Cell_723	3	no
Cell_724	3	no
Cell_725	3	no
Cell_726	5	no
Cell_727	3	no
Cell_728	5	no
Cell_729	3	no
Cell_730	5	yes
Cell_731	3	no
Cell_732	3	no
Cell_733	3	no
Cell_734	3	no
Cell_735	1	no
Cell_736	3	no
Cell_737	3	no
Cell_738	3	no
Cell_739	3	no
Cell_740	3	no
Cell_741	3	no
Cell_742	5	no
Cell_743	3	no
Cell_744	3	no
Cell_745	3	no
Cell_746	5	no
Cell_747	3	no
Cell_748	3	no
Cell_749	5	no
Cell_750	5	no
Cell_751	3	no
Cell_752	3	no
Cell_753	3	no
Cell_754	3	no
Cell_755	3	no
Cell_756	3	no
Cell_757	3	no
Cell_758	3	no
Cell_759	3	no
Cell_760	5	no
Cell_761	3	no
Cell_762	5	no
Cell_763	5	no
Cell_764	3	no
Cell_765	3	no
Cell_766	5	no
Cell_767	3	no
Cell_768	3	no
Cell_769	5	no
Cell_770	3	no
Cell_771	3	no
Cell_772	5	no
Cell_773	3	no
Cell_774	3	no
Cell_775	3	no
Cell_776	5	no
Cell_777	3	no
Cell_778	2	no
Cell_779	3	no
Cell_780	5	no
Cell_781	3	no
Cell_782	3	no
Cell_783	3	no
Cell_784	3	no
Cell_785	3	no
Cell_786	4	no
Cell_787	3	no
Cell_788	3	no
Cell_789	3	no
Cell_790	3	no
Cell_791	3	no
Cell_792	3	no
Cell_793	3	no
Cell_794	3	no
Cell_795	3	no
Cell_796	5	no
Cell_797	3	no
Cell_798	3	no
Cell_799	3	no
Cell_800	5	no
Cell_801	1	no
Cell_802	3	no
Cell_803	3	no
Cell_804	3	yes
Cell_805	5	yes
Cell_806	3	no
Cell_807	3	no
Cell_808	3	no
Cell_809	3	no
Cell_810	3	no
Cell_811	3	no
Cell_812	3	no
Cell_813	3	no
Cell_814	3	no
Cell_815	3	no
Cell_816	1	no
Cell_817	1	no
Cell_818	3	no
Cell_819	5	yes
Cell_820	3	no
Cell_821	3	no
Cell_822	3	no
Cell_823	3	no
Cell_824	3	no
Cell_825	3	no
Cell_826	0	no
Cell_827	5	no
Cell_828	3	no
Cell_829	3	no
Cell_830	5	no
Cell_831	3	no
Cell_832	2	no
Cell_833	3	no
Cell_834	3	no
Cell_835	2	no
Cell_836	3	no
Cell_837	3	no
Cell_838	3	no
Cell_839	3	no
Cell_840	3	no
Cell_841	3	no
Cell_842	3	no
Cell_843	3	no
Cell_844	5	no
Cell_845	5	no
Cell_846	3	no
Cell_847	3	no
Cell_848	3	no
Cell_849	3	no
Cell_850	3	no
Cell_851	5	no
Cell_852	3	no
Cell_853	3	no
Cell_854	3	no
Cell_855	3	no
Cell_856	3	no
Cell_857	3	no
Cell_858	3	no
Cell_859	2	no
Cell_860	3	no
Cell_861	3	no
Cell_862	3	yes
Cell_863	3	no
Cell_864	3	no
Cell_865	5	no
Cell_866	3	no
Cell_867	3	no
Cell_868	3	no
Cell_869	3	no
Cell_870	3	no
Cell_871	3	no
Cell_872	0	no
Cell_873	5	no
Cell_874	3	no
Cell_875	3	no
Cell_876	3	no
Cell_877	3	no
Cell_878	3	no
Cell_879	3	no
Cell_880	3	no
Cell_881	3	no
Cell_882	5	no
Cell_883	3	no
Cell_884	3	no
Cell_885	3	no
Cell_886	3	no
Cell_887	5	no
Cell_888	3	no
Cell_889	3	no
Cell_890	3	no
Cell_891	3	no
Cell_892	5	no
Cell_893	3	no
Cell_894	3	no
Cell_895	3	no
Cell_896	3	no
Cell_897	5	no
Cell_898	3	no
Cell_899	3	no
Cell_900	3	no
Cell_901	3	no
Cell_902	3	no
Cell_903	3	no
Cell_904	3	no
Cell_905	3	no
Cell_906	3	no
Cell_907	3	no
Cell_908	5	no
Cell_909	3	no
Cell_910	5	no
Cell_911	3	no
Cell_912	3	no
Cell_913	3	no
Cell_914	3	no
Cell_915	3	no
Cell_916	4	no
Cell_917	5	no
Cell_918	3	no
Cell_919	4	no
Cell_920	3	no
Cell_921	3	no
Cell_922	3	no
Cell_923	3	no
Cell_924	5	no
Cell_925	5	no
Cell_926	3	no
Cell_927	3	no
Cell_928	5	no
Cell_929	3	no
Cell_930	3	no
Cell_931	3	no
Cell_932	3	no
Cell_933	3	no
Cell_934	3	no
Cell_935	3	no
Cell_936	3	no
Cell_937	3	no
Cell_938	2	yes
Cell_939	3	no
Cell_940	1	no
Cell_941	3	no
Cell_942	3	no
Cell_943	3	no
Cell_944	3	no
Cell_945	3	no
Cell_946	3	no
Cell_947	3	no
Cell_948	5	no
Cell_949	3	no
Cell_950	3	no
Cell_951	5	no
Cell_952	3	no
Cell_953	3	no
Cell_954	3	no
Cell_955	3	no
Cell_956	3	no
Cell_957	3	no
Cell_958	3	no
Cell_959	3	no
Cell_960	5	no
Cell_961	5	no
Cell_962	3	no
Cell_963	5	no
Cell_964	5	no
Cell_965	3	no
Cell_966	3	no
Cell_967	5	no
Cell_968	3	no
Cell_969	0	no
Cell_970	3	no
Cell_971	3	no
Cell_972	3	no
Cell_973	5	no
Cell_974	3	no
Cell_975	3	no
Cell_976	3	no
Cell_977	3	no
Cell_978	3	no
Cell_979	3	no
Cell_980	3	no
Cell_981	3	no
Cell_982	3	no
Cell_983	3	no
Cell_984	1	no
Cell_985	3	no
Cell_986	3	no
Cell_987	3	no
Cell_988	3	no
Cell_989	5	no
Cell_990	3	no
Cell_991	3	no
Cell_992	5	yes
Cell_993	3	no
Cell_994	3	no
Cell_995	5	no
Cell_996	3	no
Cell_997	3	no
Cell_998	3	no
Cell_999	3	no
Cell_1000	3	no
Cell_1001	3	no
Cell_1002	3	no
Cell_1003	3	no
Cell_1004	3	no
Cell_1005	3	no
Cell_1006	3	no
Cell_1007	3	no
Cell_1008	3	no
Cell_1009	3	no
Cell_1010	5	no
Cell_1011	4	no
Cell_1012	3	no
Cell_1013	3	no
Cell_1014	2	no
Cell_1015	3	no
Cell_1016	3	no
Cell_1017	5	no
Cell_1018	3	no
Cell_1019	1	no
Cell_1020	3	no
Cell_1021	3	no
Cell_1022	3	no
Cell_1023	3	no
Cell_1024	3	no
Cell_1025	5	no
Cell_1026	3	no
Cell_1027	2	no
Cell_1028	3	no
Cell_1029	1	no
Cell_1030	3	no
Cell_1031	3	no
Cell_1032	3	no
Cell_1033	3	no
Cell_1034	3	no
Cell_1035	3	no
Cell_1036	3	no
Cell_1037	3	no
Cell_1038	3	yes
Cell_1039	3	no
Cell_1040	3	no
Cell_1041	3	no
Cell_1042	5	no
Cell_1043	3	no
Cell_1044	5	no
Cell_1045	5	no
Cell_1046	5	no
Cell_1047	3	no
Cell_1048	3	no
Cell_1049	3	no
Cell_1050	3	no
Cell_1051	3	no
Cell_1052	3	no
Cell_1053	3	no
Cell_1054	3	no
Cell_1055	3	no
Cell_1056	1	yes
Cell_1057	3	yes
Cell_1058	3	no
Cell_1059	3	no
Cell_1060	3	no
Cell_1061	5	no
Cell_1062	5	no
Cell_1063	0	no
Cell_1064	3	no
Cell_1065	5	yes
Cell_1066	2	no
Cell_1067	3	no
Cell_1068	5	no
Cell_1069	3	no
Cell_1070	5	no
Cell_1071	3	no
Cell_1072	3	no
Cell_1073	3	no
Cell_1074	4	no
Cell_1075	3	no
Cell_1076	5	no
Cell_1077	3	no
Cell_1078	5	no
Cell_1079	3	no
Cell_1080	5	no
Cell_1081	3	no
Cell_1082	3	no
Cell_1083	3	no
Cell_1084	3	no
Cell_1085	3	no
Cell_1086	3	no
Cell_1087	5	no
Cell_1088	3	no
Cell_1089	3	no
Cell_1090	3	no
Cell_1091	5	no
Cell_1092	3	no
Cell_1093	3	no
Cell_1094	3	no
Cell_1095	3	no
Cell_1096	3	no
Cell_1097	5	no
Cell_1098	3	no
Cell_1099	1	no
Cell_1100	3	no
Cell_1101	3	no
Cell_1102	3	no
Cell_1103	3	no
Cell_1104	3	no
Cell_1105	3	no
Cell_1106	3	no
Cell_1107	5	no
Cell_1108	3	no
Cell_1109	3	no
Cell_1110	3	no
Cell_1111	3	no
Cell_1112	2	no
Cell_1113	5	no
Cell_1114	3	no
Cell_1115	5	no
Cell_1116	3	no
Cell_1117	3	no
Cell_1118	3	no
Cell_1119	5	no
Cell_1120	5	no
Cell_1121	5	no
Cell_1122	2	no
Cell_1123	3	no
Cell_1124	5	no
Cell_1125	1	yes
Cell_1126	3	no
Cell_1127	3	no
Cell_1128	5	yes
Cell_1129	3	no
Cell_1130	5	no
Cell_1131	3	no
Cell_1132	3	no
Cell_1133	3	no
Cell_1134	3	no
Cell_1135	3	no
Cell_1136	3	no
Cell_1137	3	no
Cell_1138	3	no
Cell_1139	5	no
Cell_1140	0	no
Cell_1141	3	no
Cell_1142	3	no
Cell_1143	5	no
Cell_1144	3	no
Cell_1145	2	no
Cell_1146	3	no
Cell_1147	3	no
Cell_1148	3	no
Cell_1149	3	no
Cell_1150	5	no
Cell_1151	3	no
Cell_1152	5	no
Cell_1153	3	no
Cell_1154	3	no
Cell_1155	3	no
Cell_1156	2	yes
Cell_1157	3	no
Cell_1158	3	no
Cell_1159	5	no
Cell_1160	3	no
Cell_1161	3	no
Cell_1162	3	no
Cell_1163	3	no
Cell_1164	3	no
Cell_1165	3	no
Cell_1166	3	no
Cell_1167	3	no
Cell_1168	3	no
Cell_1169	5	no
Cell_1170	4	no
Cell_1171	3	no
Cell_1172	3	no
Cell_1173	3	no
Cell_1174	5	no
Cell_1175	5	no
Cell_1176	3	no
Cell_1177	3	no
Cell_1178	5	no
Cell_1179	3	no
Cell_1180	3	no
Cell_1181	3	no
Cell_1182	3	no
Cell_1183	3	no
Cell_1184	3	no
Cell_1185	3	no
Cell_1186	3	no
Cell_1187	3	no
Cell_1188	5	no
Cell_1189	5	no
Cell_1190	3	no
Cell_1191	5	no
Cell_1192	3	no
Cell_1193	3	no
Cell_1194	3	no
Cell_1195	3	no
Cell_1196	3	no
Cell_1197	2	no
Cell_1198	5	no
Cell_1199	5	no
Cell_1200	3	yes
Cell_1201	5	no
Cell_1202	5	no
Cell_1203	1	no
Cell_1204	2	no
Cell_1205	3	no
Cell_1206	3	no
Cell_1207	3	no
Cell_1208	3	no
Cell_1209	5	no
Cell_1210	3	no
Cell_1211	3	no
Cell_1212	5	no
Cell_1213	5	no
Cell_1214	3	no
Cell_1215	3	no
Cell_1216	3	no
Cell_1217	3	no
Cell_1218	0	no
Cell_1219	3	no
Cell_1220	3	no
Cell_1221	3	no
Cell_1222	3	no
Cell_1223	3	no
Cell_1224	3	no
Cell_1225	3	no
Cell_1226	5	no
Cell_1227	3	no
Cell_1228	3	no
Cell_1229	3	no
Cell_1230	3	no
Cell_1231	3	no
Cell_1232	3	no
Cell_1233	3	no
Cell_1234	3	no
Cell_1235	5	no
Cell_1236	5	no
Cell_1237	3	no
Cell_1238	5	no
Cell_1239	3	no
Cell_1240	3	no
Cell_1241	3	no
Cell_1242	3	no
Cell_1243	5	no
Cell_1244	3	no
Cell_1245	3	no
Cell_1246	3	no
Cell_1247	3	no
Cell_1248	3	no
Cell_1249	5	no
Cell_1250	2	no
Cell_1251	3	no
Cell_1252	3	no
Cell_1253	3	no
Cell_1254	3	no
Cell_1255	3	no
Cell_1256	2	no
Cell_1257	3	no
Cell_1258	3	no
Cell_1259	5	no
Cell_1260	3	no
Cell_1261	3	no
Cell_1262	2	no
Cell_1263	3	no
Cell_1264	3	no
Cell_1265	5	no
Cell_1266	5	no
Cell_1267	3	no
Cell_1268	5	no
Cell_1269	3	no
Cell_1270	5	no
Cell_1271	3	no
Cell_1272	3	no
Cell_1273	2	no
Cell_1274	3	no
Cell_1275	3	no
Cell_1276	3	no
Cell_1277	3	no
Cell_1278	3	no
Cell_1279	4	no
Cell_1280	5	no
Cell_1281	3	no
Cell_1282	3	no
Cell_1283	3	no
Cell_1284	3	no
Cell_1285	5	no
Cell_1286	3	no
Cell_1287	3	no
Cell_1288	3	no
Cell_1289	5	no
Cell_1290	3	no
Cell_1291	3	no
Cell_1292	0	no
Cell_1293	3	no
Cell_1294	3	no
Cell_1295	3	no
Cell_1296	3	no
Cell_1297	5	no
Cell_1298	3	no
Cell_1299	3	no
Cell_1300	1	yes
Cell_1301	3	no
Cell_1302	0	no
Cell_1303	3	no
Cell_1304	3	no
Cell_1305	3	no
Cell_1306	3	no
Cell_1307	5	no
Cell_1308	5	no
Cell_1309	3	no
Cell_1310	3	no
Cell_1311	3	no
Cell_1312	3	no
Cell_1313	3	no
Cell_1314	3	no
Cell_1315	3	no
Cell_1316	3	no
Cell_1317	3	no
Cell_1318	3	no
Cell_1319	5	no
Cell_1320	3	no
Cell_1321	3	no
Cell_1322	3	no
Cell_1323	5	no
Cell_1324	5	no
Cell_1325	5	no
Cell_1326	3	no
Cell_1327	3	no
Cell_1328	3	no
Cell_1329	3	no
Cell_1330	3	no
Cell_1331	3	no
Cell_1332	5	no
Cell_1333	3	no
Cell_1334	5	no
Cell_1335	3	no
Cell_1336	3	no
Cell_1337	3	no
Cell_1338	3	no
Cell_1339	3	no
Cell_1340	3	no
Cell_1341	3	no
Cell_1342	3	no
Cell_1343	3	no
Cell_1344	3	no
Cell_1345	3	no
Cell_1346	3	no
Cell_1347	3	no
Cell_1348	3	no
Cell_1349	4	no
Cell_1350	3	no
Cell_1351	0	no
Cell_1352	3	no
Cell_1353	3	no
Cell_1354	3	no
Cell_1355	5	no
Cell_1356	3	yes
Cell_1357	3	no
