cell	node	doublet
Cell_103	4	no
Cell_104	0	no
Cell_105	4	no
Cell_106	1	no
Cell_107	1	no
Cell_108	2	yes
Cell_109	4	no
Cell_110	4	yes
Cell_111	1	no
Cell_112	4	no
Cell_113	0	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	1	no
Cell_118	1	no
Cell_119	1	no
Cell_120	1	no
Cell_121	0	no
Cell_122	4	no
Cell_123	3	no
Cell_124	1	no
Cell_125	1	no
Cell_126	1	no
Cell_127	4	no
Cell_128	4	no
Cell_129	0	no
Cell_130	1	no
Cell_131	3	no
Cell_132	4	no
Cell_133	4	no
Cell_134	4	no
Cell_135	4	no
Cell_136	1	no
Cell_137	4	no
Cell_138	0	yes
Cell_139	0	no
Cell_140	3	no
Cell_141	0	yes
Cell_142	1	no
Cell_143	1	no
Cell_144	4	no
Cell_145	1	no
Cell_146	1	no
Cell_147	3	no
Cell_148	1	no
Cell_149	4	no
Cell_150	4	yes
Cell_151	0	no
Cell_152	4	no
Cell_153	4	no
Cell_154	1	no
Cell_155	1	no
Cell_156	0	no
Cell_157	4	no
Cell_158	0	no
Cell_159	3	no
Cell_160	1	no
Cell_161	4	no
Cell_162	3	no
Cell_163	4	no
Cell_164	1	no
Cell_165	0	no
Cell_166	4	no
Cell_167	0	no
Cell_168	4	no
Cell_169	4	yes
Cell_170	4	no
Cell_171	1	no
Cell_172	4	no
Cell_173	4	no
Cell_174	4	no
Cell_175	1	no
Cell_176	1	no
Cell_177	3	no
Cell_178	1	no
Cell_179	0	no
Cell_180	4	no
Cell_181	1	no
Cell_182	1	no
Cell_183	3	no
Cell_184	4	no
Cell_185	4	no
Cell_186	0	no
Cell_187	3	no
Cell_188	4	no
Cell_189	1	yes
Cell_190	4	no
Cell_191	3	no
Cell_192	4	yes
Cell_193	3	no
Cell_194	1	no
Cell_195	4	no
Cell_196	0	yes
Cell_197	1	no
Cell_198	4	no
Cell_199	3	no
Cell_200	4	no
Cell_201	4	no
Cell_202	4	no
Cell_203	1	no
Cell_204	4	no
Cell_205	1	no
Cell_206	4	no
Cell_207	4	no
Cell_208	1	no
Cell_209	1	no
Cell_210	4	no
Cell_211	0	no
Cell_212	2	no
Cell_213	0	no
Cell_214	0	no
Cell_215	4	no
Cell_216	4	no
Cell_217	1	no
Cell_218	1	no
Cell_219	1	no
Cell_220	1	no
Cell_221	3	yes
Cell_222	1	no
Cell_223	0	no
Cell_224	4	no
Cell_225	3	no
Cell_226	0	no
Cell_227	1	no
Cell_228	1	no
Cell_229	4	no
Cell_230	4	no
Cell_231	1	no
Cell_232	3	no
Cell_233	4	no
Cell_234	4	no
Cell_235	0	no
Cell_236	4	no
Cell_237	3	yes
Cell_238	0	no
Cell_239	4	no
Cell_240	1	no
Cell_241	4	no
Cell_242	4	no
Cell_243	0	no
Cell_244	4	no
Cell_245	1	no
Cell_246	4	no
Cell_247	3	no
Cell_248	1	no
Cell_249	0	yes
Cell_250	4	no
Cell_251	4	no
Cell_252	4	no
Cell_253	1	no
Cell_254	0	no
Cell_255	4	no
Cell_256	0	no
Cell_257	4	no
Cell_258	4	no
Cell_259	4	no
Cell_260	4	no
Cell_261	3	no
Cell_262	4	no
Cell_263	1	no
Cell_264	0	no
Cell_265	1	no
Cell_266	1	no
Cell_267	4	no
Cell_268	4	no
Cell_269	4	no
Cell_270	4	yes
Cell_271	1	no
Cell_272	3	no
Cell_273	0	no
Cell_274	3	no
Cell_275	1	no
Cell_276	1	no
Cell_277	1	no
Cell_278	1	no
Cell_279	1	no
Cell_280	4	no
Cell_281	1	no
Cell_282	1	no
Cell_283	4	no
Cell_284	0	no
Cell_285	3	no
Cell_286	0	no
Cell_287	4	no
Cell_288	1	no
Cell_289	0	no
Cell_290	0	no
Cell_291	0	no
Cell_292	4	no
Cell_293	3	no
Cell_294	1	no
Cell_295	4	no
Cell_296	0	no
Cell_297	4	no
Cell_298	4	no
Cell_299	1	no
Cell_300	1	no
Cell_301	4	no
Cell_302	1	no
Cell_303	1	no
Cell_304	0	no
Cell_305	0	no
Cell_306	4	no
Cell_307	1	no
Cell_308	3	no
Cell_309	1	no
Cell_310	4	no
Cell_311	4	no
Cell_312	1	no
Cell_313	4	yes
Cell_314	1	no
Cell_315	0	no
Cell_316	0	no
Cell_317	0	no
Cell_318	0	yes
Cell_319	1	no
Cell_320	4	no
Cell_321	0	no
Cell_322	3	no
Cell_323	4	no
Cell_324	4	no
Cell_325	3	no
Cell_326	1	no
Cell_327	3	no
Cell_328	4	no
Cell_329	4	no
Cell_330	4	no
Cell_331	4	no
Cell_332	4	no
Cell_333	0	no
Cell_334	1	no
Cell_335	4	yes
Cell_336	1	no
Cell_337	4	no
Cell_338	0	no
Cell_339	4	no
Cell_340	3	no
Cell_341	3	no
Cell_342	3	no
Cell_343	4	no
Cell_344	4	no
Cell_345	1	no
Cell_346	0	no
Cell_347	3	no
Cell_348	0	no
Cell_349	1	no
Cell_350	1	no
Cell_351	0	no
Cell_352	1	no
Cell_353	1	no
Cell_354	3	no
Cell_355	1	no
Cell_356	0	no
Cell_357	1	no
Cell_358	1	no
Cell_359	0	no
Cell_360	4	no
Cell_361	1	no
Cell_362	0	no
Cell_363	1	no
Cell_364	0	no
Cell_365	4	no
Cell_366	0	no
Cell_367	4	no
Cell_368	1	no
Cell_369	4	no
Cell_370	1	no
Cell_371	3	no
Cell_372	1	no
Cell_373	4	no
Cell_374	1	no
Cell_375	1	no
Cell_376	1	no
Cell_377	1	no
Cell_378	1	no
Cell_379	4	no
Cell_380	4	no
Cell_381	1	no
Cell_382	1	no
Cell_383	1	no
Cell_384	4	no
Cell_385	1	no
Cell_386	1	no
Cell_387	4	no
Cell_388	3	no
Cell_389	4	no
Cell_390	3	no
Cell_391	3	no
Cell_392	4	no
Cell_393	4	no
Cell_394	4	no
Cell_395	1	no
Cell_396	4	no
Cell_397	4	no
Cell_398	3	no
Cell_399	4	no
Cell_400	4	no
Cell_401	4	no
Cell_402	4	no
Cell_403	3	yes
Cell_404	1	no
Cell_405	1	no
Cell_406	1	no
Cell_407	0	no
Cell_408	0	no
Cell_409	4	no
Cell_410	1	no
Cell_411	3	no
Cell_412	1	no
Cell_413	4	no
Cell_414	1	no
Cell_415	4	no
Cell_416	3	no
Cell_417	0	no
Cell_418	1	no
Cell_419	4	no
Cell_420	4	no
Cell_421	1	no
Cell_422	0	no
Cell_423	1	no
Cell_424	4	no
Cell_425	4	no
Cell_426	4	no
Cell_427	0	no
Cell_428	1	no
Cell_429	4	no
Cell_430	4	no
Cell_431	1	no
Cell_432	4	no
Cell_433	4	no
Cell_434	1	no
Cell_435	1	no
Cell_436	0	no
Cell_437	1	no
Cell_438	4	no
Cell_439	4	no
Cell_440	4	no
Cell_441	1	no
Cell_442	4	no
Cell_443	1	no
Cell_444	3	no
Cell_445	0	no
Cell_446	4	no
Cell_447	1	no
Cell_448	3	no
Cell_449	1	no
Cell_450	4	no
Cell_451	1	no
Cell_452	0	no
Cell_453	1	no
Cell_454	4	no
Cell_455	4	yes
Cell_456	3	no
Cell_457	0	no
Cell_458	4	no
Cell_459	4	no
Cell_460	1	no
Cell_461	3	no
Cell_462	0	no
Cell_463	4	no
Cell_464	4	no
Cell_465	4	no
Cell_466	3	no
Cell_467	4	no
Cell_468	1	no
Cell_469	1	no
Cell_470	1	no
Cell_471	4	no
Cell_472	1	no
Cell_473	2	no
Cell_474	4	no
Cell_475	4	no
Cell_476	0	no
Cell_477	1	no
Cell_478	4	no
Cell_479	4	no
Cell_480	4	no
Cell_481	0	no
Cell_482	0	no
Cell_483	0	no
Cell_484	3	no
Cell_485	4	no
Cell_486	3	no
Cell_487	4	no
Cell_488	4	yes
Cell_489	4	no
Cell_490	0	no
Cell_491	1	no
Cell_492	1	no
Cell_493	4	no
Cell_494	0	no
Cell_495	1	no
Cell_496	4	no
Cell_497	1	no
Cell_498	1	no
Cell_499	1	no
Cell_500	0	no
Cell_501	1	no
Cell_502	4	no
Cell_503	1	no
Cell_504	3	no
Cell_505	1	no
Cell_506	3	no
Cell_507	1	no
Cell_508	3	no
Cell_509	4	no
Cell_510	0	no
Cell_511	4	no
Cell_512	4	no
Cell_513	0	no
Cell_514	1	no
Cell_515	0	no
Cell_516	3	no
Cell_517	0	no
Cell_518	4	no
Cell_519	4	no
Cell_520	0	no
Cell_521	3	no
Cell_522	4	no
Cell_523	1	no
Cell_524	4	no
Cell_525	4	no
Cell_526	4	no
Cell_527	1	no
Cell_528	4	no
Cell_529	0	no
Cell_530	4	yes
Cell_531	1	no
Cell_532	4	no
Cell_533	4	no
Cell_534	0	no
Cell_535	1	no
Cell_536	1	no
Cell_537	1	no
Cell_538	0	no
Cell_539	1	no
Cell_540	1	no
Cell_541	4	no
Cell_542	0	no
Cell_543	4	no
Cell_544	1	no
Cell_545	4	no
Cell_546	0	no
Cell_547	4	no
Cell_548	0	no
Cell_549	0	no
Cell_550	4	no
Cell_551	1	no
Cell_552	1	no
Cell_553	1	no
Cell_554	4	no
Cell_555	4	no
Cell_556	1	no
Cell_557	4	no
Cell_558	0	no
Cell_559	2	no
Cell_560	1	no
Cell_561	4	no
Cell_562	1	no
Cell_563	3	no
Cell_564	1	no
Cell_565	0	no
Cell_566	2	no
Cell_567	3	no
Cell_568	1	no
Cell_569	1	no
Cell_570	4	no
Cell_571	3	no
Cell_572	1	no
Cell_573	3	no
Cell_574	4	no
Cell_575	4	no
Cell_576	0	no
Cell_577	0	no
Cell_578	3	no
Cell_579	4	no
Cell_580	4	no
Cell_581	4	no
Cell_582	1	yes
Cell_583	0	no
Cell_584	0	no
Cell_585	4	no
Cell_586	0	no
Cell_587	1	no
Cell_588	1	no
Cell_589	4	no
Cell_590	1	no
Cell_591	3	no
Cell_592	1	no
Cell_593	4	no
Cell_594	1	no
Cell_595	4	no
Cell_596	4	no
Cell_597	1	no
Cell_598	1	no
Cell_599	0	no
Cell_600	4	no
Cell_601	1	no
Cell_602	1	no
Cell_603	1	no
Cell_604	4	no
Cell_605	1	no
Cell_606	4	no
Cell_607	4	no
Cell_608	4	no
Cell_609	0	no
Cell_610	3	no
Cell_611	1	no
Cell_612	4	no
Cell_613	1	no
Cell_614	1	no
Cell_615	4	no
Cell_616	4	no
Cell_617	4	no
Cell_618	1	no
Cell_619	1	no
Cell_620	1	no
Cell_621	1	no
Cell_622	4	no
Cell_623	4	no
Cell_624	4	no
Cell_625	4	no
Cell_626	3	no
Cell_627	3	no
Cell_628	4	no
Cell_629	0	no
Cell_630	1	no
Cell_631	4	no
Cell_632	1	no
Cell_633	4	no
Cell_634	1	no
Cell_635	4	no
Cell_636	1	no
Cell_637	1	no
Cell_638	4	no
Cell_639	3	no
Cell_640	3	no
Cell_641	1	no
Cell_642	1	no
Cell_643	4	yes
Cell_644	4	no
Cell_645	0	no
Cell_646	1	no
Cell_647	1	no
Cell_648	4	no
Cell_649	1	no
Cell_650	1	no
Cell_651	4	no
Cell_652	1	yes
Cell_653	1	no
Cell_654	4	no
Cell_655	3	no
Cell_656	1	no
Cell_657	4	no
Cell_658	4	no
Cell_659	1	no
Cell_660	4	no
Cell_661	4	no
Cell_662	0	no
Cell_663	4	no
Cell_664	4	no
Cell_665	1	no
Cell_666	4	no
Cell_667	1	no
Cell_668	1	no
Cell_669	1	no
Cell_670	1	no
Cell_671	0	no
Cell_672	0	no
Cell_673	1	no
Cell_674	4	no
Cell_675	1	no
Cell_676	4	no
Cell_677	3	no
Cell_678	0	no
Cell_679	4	no
Cell_680	0	no
Cell_681	0	no
Cell_682	1	no
Cell_683	0	no
Cell_684	4	no
Cell_685	0	no
Cell_686	0	no
Cell_687	0	no
Cell_688	1	no
Cell_689	3	no
Cell_690	0	no
Cell_691	0	no
Cell_692	1	no
Cell_693	1	no
Cell_694	1	no
Cell_695	4	no
Cell_696	4	no
Cell_697	3	no
Cell_698	3	no
Cell_699	0	no
Cell_700	1	no
Cell_701	4	no
Cell_702	0	no
Cell_703	4	no
Cell_704	0	no
Cell_705	3	no
Cell_706	4	no
Cell_707	3	no
Cell_708	1	no
Cell_709	3	no
Cell_710	4	no
Cell_711	1	no
Cell_712	0	no
Cell_713	3	no
Cell_714	1	no
Cell_715	3	no
Cell_716	4	no
Cell_717	3	no
Cell_718	1	no
Cell_719	1	no
Cell_720	1	no
Cell_721	4	no
Cell_722	4	no
Cell_723	0	no
Cell_724	0	no
Cell_725	0	no
Cell_726	4	no
Cell_727	1	no
Cell_728	1	no
Cell_729	4	no
Cell_730	3	no
Cell_731	4	no
Cell_732	1	no
Cell_733	4	no
Cell_734	0	yes
Cell_735	4	yes
Cell_736	1	no
Cell_737	1	no
Cell_738	0	no
Cell_739	1	no
Cell_740	1	no
Cell_741	1	no
Cell_742	1	no
Cell_743	4	no
Cell_744	0	no
Cell_745	3	no
Cell_746	4	no
Cell_747	1	no
Cell_748	4	no
Cell_749	4	no
Cell_750	3	no
Cell_751	4	no
Cell_752	4	no
Cell_753	1	no
Cell_754	1	no
Cell_755	4	no
Cell_756	4	no
Cell_757	3	yes
Cell_758	4	no
Cell_759	3	no
Cell_760	0	yes
Cell_761	0	no
Cell_762	4	no
Cell_763	1	no
Cell_764	4	no
Cell_765	1	no
Cell_766	4	yes
Cell_767	3	no
Cell_768	3	no
Cell_769	1	no
Cell_770	0	no
Cell_771	4	no
Cell_772	0	no
Cell_773	3	no
Cell_774	4	no
Cell_775	1	no
Cell_776	4	no
Cell_777	4	no
Cell_778	0	no
Cell_779	1	no
Cell_780	0	no
Cell_781	0	no
Cell_782	1	no
Cell_783	1	no
Cell_784	4	no
Cell_785	1	no
Cell_786	3	no
Cell_787	4	no
Cell_788	1	no
Cell_789	0	no
Cell_790	4	no
Cell_791	1	no
Cell_792	1	no
Cell_793	4	no
Cell_794	1	no
Cell_795	3	no
Cell_796	4	yes
Cell_797	4	no
Cell_798	4	no
Cell_799	0	no
Cell_800	1	no
Cell_801	4	no
Cell_802	3	no
Cell_803	4	no
Cell_804	1	no
Cell_805	3	no
Cell_806	4	no
Cell_807	4	no
Cell_808	3	no
Cell_809	1	no
Cell_810	3	no
Cell_811	1	no
Cell_812	4	no
Cell_813	3	no
Cell_814	3	no
Cell_815	1	no
Cell_816	0	no
Cell_817	4	no
Cell_818	1	no
Cell_819	1	no
Cell_820	1	no
Cell_821	4	no
Cell_822	1	no
Cell_823	1	no
Cell_824	4	no
Cell_825	4	no
Cell_826	4	no
Cell_827	4	yes
Cell_828	4	no
Cell_829	1	no
Cell_830	1	no
Cell_831	1	no
Cell_832	3	no
Cell_833	1	no
Cell_834	0	no
Cell_835	0	no
Cell_836	1	no
Cell_837	4	no
Cell_838	1	no
Cell_839	4	no
Cell_840	1	yes
Cell_841	4	no
Cell_842	1	no
Cell_843	4	no
Cell_844	1	no
Cell_845	4	no
Cell_846	1	no
Cell_847	4	no
Cell_848	1	no
Cell_849	0	no
Cell_850	3	no
Cell_851	1	no
Cell_852	4	no
Cell_853	1	no
Cell_854	3	no
Cell_855	0	no
Cell_856	4	no
Cell_857	0	no
Cell_858	0	no
Cell_859	4	no
Cell_860	4	no
Cell_861	4	no
Cell_862	1	no
Cell_863	1	no
Cell_864	1	no
Cell_865	0	no
Cell_866	1	no
Cell_867	4	no
Cell_868	1	no
Cell_869	4	no
Cell_870	4	yes
Cell_871	1	no
Cell_872	4	no
Cell_873	4	no
Cell_874	4	no
Cell_875	0	no
Cell_876	4	no
Cell_877	0	no
Cell_878	4	no
Cell_879	1	no
Cell_880	1	no
Cell_881	0	no
Cell_882	4	no
Cell_883	3	no
Cell_884	1	no
Cell_885	0	no
Cell_886	1	no
Cell_887	4	no
Cell_888	1	no
Cell_889	1	no
Cell_890	4	no
Cell_891	4	no
Cell_892	0	no
Cell_893	4	no
Cell_894	1	no
Cell_895	1	no
Cell_896	1	no
Cell_897	3	no
Cell_898	1	no
Cell_899	0	no
Cell_900	4	no
Cell_901	3	no
Cell_902	1	no
Cell_903	1	no
Cell_904	4	no
Cell_905	4	no
Cell_906	0	no
Cell_907	1	no
Cell_908	4	no
Cell_909	1	no
Cell_910	1	no
Cell_911	4	no
Cell_912	0	no
Cell_913	0	no
Cell_914	4	no
Cell_915	0	no
Cell_916	4	no
Cell_917	0	no
Cell_918	3	no
Cell_919	4	no
Cell_920	4	no
Cell_921	2	no
Cell_922	3	no
Cell_923	0	no
Cell_924	4	no
Cell_925	0	no
Cell_926	1	no
Cell_927	4	no
Cell_928	4	no
Cell_929	1	no
Cell_930	4	no
Cell_931	4	no
Cell_932	0	no
Cell_933	0	no
Cell_934	0	no
Cell_935	3	no
Cell_936	0	no
Cell_937	0	no
Cell_938	4	no
Cell_939	1	no
Cell_940	4	no
Cell_941	4	no
Cell_942	2	no
Cell_943	4	no
Cell_944	1	no
Cell_945	0	no
Cell_946	1	no
Cell_947	4	no
Cell_948	0	no
Cell_949	4	no
Cell_950	3	no
Cell_951	1	no
Cell_952	4	no
Cell_953	0	no
Cell_954	0	no
Cell_955	4	no
Cell_956	0	no
Cell_957	1	no
Cell_958	4	no
Cell_959	3	no
Cell_960	0	no
Cell_961	4	no
Cell_962	0	no
Cell_963	0	no
Cell_964	4	no
Cell_965	1	no
Cell_966	1	no
Cell_967	1	no
Cell_968	0	no
Cell_969	4	no
Cell_970	0	no
Cell_971	3	no
Cell_972	1	no
Cell_973	4	no
Cell_974	4	no
Cell_975	1	no
Cell_976	4	no
Cell_977	1	no
Cell_978	4	no
Cell_979	4	no
Cell_980	2	no
Cell_981	4	no
Cell_982	1	no
Cell_983	1	no
Cell_984	0	no
Cell_985	4	no
Cell_986	4	no
Cell_987	4	no
Cell_988	1	no
Cell_989	1	no
Cell_990	4	no
Cell_991	0	no
Cell_992	4	yes
Cell_993	1	no
Cell_994	1	no
Cell_995	1	no
Cell_996	4	no
Cell_997	4	no
Cell_998	3	no
Cell_999	1	no
Cell_1000	4	no
Cell_1001	4	no
Cell_1002	2	no
Cell_1003	0	no
Cell_1004	4	no
Cell_1005	4	no
Cell_1006	4	no
Cell_1007	1	no
Cell_1008	0	no
Cell_1009	0	no
Cell_1010	4	no
Cell_1011	1	no
Cell_1012	4	no
Cell_1013	0	no
Cell_1014	1	no
Cell_1015	4	no
Cell_1016	4	no
Cell_1017	3	no
Cell_1018	1	no
Cell_1019	4	no
Cell_1020	4	no
Cell_1021	0	yes
Cell_1022	3	no
Cell_1023	4	no
Cell_1024	4	no
Cell_1025	1	no
Cell_1026	3	no
Cell_1027	4	no
Cell_1028	3	no
Cell_1029	4	no
Cell_1030	1	no
Cell_1031	4	no
Cell_1032	3	no
Cell_1033	1	no
Cell_1034	4	no
Cell_1035	4	no
Cell_1036	1	no
Cell_1037	1	no
Cell_1038	1	no
Cell_1039	1	no
Cell_1040	0	no
Cell_1041	1	no
Cell_1042	0	no
Cell_1043	1	no
Cell_1044	4	no
Cell_1045	4	no
Cell_1046	0	no
Cell_1047	4	no
Cell_1048	1	no
Cell_1049	4	no
Cell_1050	0	no
Cell_1051	4	no
Cell_1052	0	no
Cell_1053	1	no
Cell_1054	4	no
Cell_1055	4	no
Cell_1056	3	no
Cell_1057	1	no
Cell_1058	4	no
Cell_1059	0	no
Cell_1060	4	no
Cell_1061	1	no
Cell_1062	0	no
Cell_1063	1	no
Cell_1064	1	no
Cell_1065	0	no
Cell_1066	0	no
Cell_1067	4	no
Cell_1068	4	no
Cell_1069	4	no
Cell_1070	4	no
Cell_1071	1	no
Cell_1072	0	no
Cell_1073	1	no
Cell_1074	4	no
Cell_1075	0	no
Cell_1076	1	no
Cell_1077	4	no
Cell_1078	1	no
Cell_1079	4	no
Cell_1080	0	no
Cell_1081	4	no
Cell_1082	4	no
Cell_1083	4	no
Cell_1084	1	no
Cell_1085	4	no
Cell_1086	1	no
Cell_1087	0	no
Cell_1088	4	no
Cell_1089	0	no
Cell_1090	0	no
Cell_1091	1	no
Cell_1092	1	no
Cell_1093	1	no
Cell_1094	1	no
Cell_1095	0	no
Cell_1096	1	no
Cell_1097	1	no
Cell_1098	1	no
Cell_1099	4	no
Cell_1100	1	no
Cell_1101	0	no
Cell_1102	1	no
Cell_1103	0	no
Cell_1104	4	no
Cell_1105	4	no
Cell_1106	4	no
Cell_1107	3	no
Cell_1108	0	no
Cell_1109	3	no
Cell_1110	1	no
Cell_1111	1	no
Cell_1112	4	no
Cell_1113	4	no
Cell_1114	4	no
Cell_1115	1	no
Cell_1116	1	no
Cell_1117	4	no
Cell_1118	0	no
Cell_1119	4	yes
Cell_1120	1	no
Cell_1121	4	no
Cell_1122	4	no
Cell_1123	0	no
Cell_1124	4	yes
Cell_1125	4	no
Cell_1126	4	no
Cell_1127	1	no
Cell_1128	0	no
Cell_1129	4	no
Cell_1130	1	no
Cell_1131	1	no
Cell_1132	0	no
Cell_1133	0	no
Cell_1134	3	no
Cell_1135	1	no
Cell_1136	0	no
Cell_1137	1	no
Cell_1138	0	no
Cell_1139	1	no
Cell_1140	1	no
Cell_1141	0	no
Cell_1142	3	no
Cell_1143	4	no
Cell_1144	1	no
Cell_1145	3	no
Cell_1146	4	no
Cell_1147	4	no
Cell_1148	3	no
Cell_1149	1	no
Cell_1150	1	no
Cell_1151	1	no
Cell_1152	1	no
Cell_1153	0	no
Cell_1154	0	no
Cell_1155	4	no
Cell_1156	3	no
Cell_1157	4	no
Cell_1158	4	no
Cell_1159	1	no
Cell_1160	4	no
Cell_1161	1	no
Cell_1162	1	no
Cell_1163	1	no
Cell_1164	1	no
Cell_1165	4	no
Cell_1166	1	no
Cell_1167	4	no
Cell_1168	1	no
Cell_1169	1	no
Cell_1170	4	no
Cell_1171	1	no
Cell_1172	0	no
Cell_1173	1	no
Cell_1174	0	no
Cell_1175	1	no
Cell_1176	0	no
Cell_1177	4	no
Cell_1178	4	no
Cell_1179	1	no
Cell_1180	3	no
Cell_1181	3	no
Cell_1182	3	no
Cell_1183	4	no
Cell_1184	0	no
Cell_1185	4	no
Cell_1186	1	no
Cell_1187	4	no
Cell_1188	1	no
Cell_1189	4	no
Cell_1190	1	no
Cell_1191	0	no
Cell_1192	4	no
Cell_1193	1	no
Cell_1194	4	no
Cell_1195	1	no
Cell_1196	4	no
Cell_1197	3	no
Cell_1198	4	no
Cell_1199	1	no
Cell_1200	0	no
Cell_1201	1	no
Cell_1202	3	no
Cell_1203	4	no
Cell_1204	1	no
Cell_1205	1	no
Cell_1206	4	no
Cell_1207	0	no
Cell_1208	1	no
Cell_1209	4	no
Cell_1210	1	no
Cell_1211	3	no
Cell_1212	4	no
Cell_1213	1	no
Cell_1214	4	no
Cell_1215	4	no
Cell_1216	4	yes
Cell_1217	4	no
Cell_1218	4	no
Cell_1219	4	no
Cell_1220	1	no
Cell_1221	1	no
Cell_1222	0	yes
Cell_1223	4	no
Cell_1224	4	no
Cell_1225	3	no
Cell_1226	3	no
Cell_1227	1	no
Cell_1228	1	no
Cell_1229	0	no
Cell_1230	4	no
Cell_1231	1	no
Cell_1232	1	no
Cell_1233	1	no
Cell_1234	1	no
Cell_1235	3	no
Cell_1236	1	no
Cell_1237	4	no
Cell_1238	3	no
Cell_1239	4	no
Cell_1240	0	no
Cell_1241	1	no
Cell_1242	4	no
Cell_1243	3	no
Cell_1244	1	no
Cell_1245	4	no
Cell_1246	1	no
Cell_1247	1	no
Cell_1248	0	no
Cell_1249	0	no
Cell_1250	0	no
Cell_1251	1	no
Cell_1252	4	no
Cell_1253	1	no
Cell_1254	1	no
Cell_1255	1	no
Cell_1256	1	no
Cell_1257	4	no
Cell_1258	4	no
Cell_1259	0	no
Cell_1260	1	no
Cell_1261	1	no
Cell_1262	1	no
Cell_1263	4	yes
Cell_1264	4	no
Cell_1265	4	no
Cell_1266	4	no
Cell_1267	4	no
Cell_1268	4	no
Cell_1269	4	yes
Cell_1270	3	no
Cell_1271	4	no
Cell_1272	4	no
Cell_1273	4	no
Cell_1274	1	no
Cell_1275	1	no
Cell_1276	4	no
Cell_1277	4	no
Cell_1278	4	no
Cell_1279	1	no
Cell_1280	4	no
Cell_1281	0	no
Cell_1282	4	no
Cell_1283	0	no
Cell_1284	0	no
Cell_1285	1	no
Cell_1286	0	no
Cell_1287	1	no
Cell_1288	4	no
Cell_1289	3	no
Cell_1290	1	no
Cell_1291	0	no
Cell_1292	0	no
Cell_1293	4	no
Cell_1294	4	no
Cell_1295	4	no
Cell_1296	4	no
Cell_1297	4	no
Cell_1298	4	no
Cell_1299	4	no
Cell_1300	1	no
Cell_1301	4	no
Cell_1302	4	no
Cell_1303	0	no
Cell_1304	1	no
Cell_1305	4	no
Cell_1306	0	no
Cell_1307	1	no
Cell_1308	1	no
Cell_1309	0	no
Cell_1310	4	no
Cell_1311	4	no
Cell_1312	1	no
