cell	node	doublet
Cell_104	0	no
Cell_105	4	no
Cell_106	0	no
Cell_107	0	no
Cell_108	4	no
Cell_109	1	no
Cell_110	4	no
Cell_111	0	no
Cell_112	4	no
Cell_113	0	no
Cell_114	1	no
Cell_115	4	no
Cell_116	4	no
Cell_117	0	no
Cell_118	0	no
Cell_119	0	no
Cell_120	0	no
Cell_121	0	no
Cell_122	4	no
Cell_123	2	no
Cell_124	0	no
Cell_125	0	no
Cell_126	0	no
Cell_127	0	no
Cell_128	4	no
Cell_129	0	no
Cell_130	0	no
Cell_131	2	no
Cell_132	4	no
Cell_133	4	no
Cell_134	4	no
Cell_135	0	no
Cell_136	0	no
Cell_137	4	no
Cell_138	0	no
Cell_139	0	no
Cell_140	2	no
Cell_141	0	no
Cell_142	0	no
Cell_143	0	no
Cell_144	4	no
Cell_145	0	no
Cell_146	0	no
Cell_147	2	no
Cell_148	0	no
Cell_149	4	no
Cell_150	4	no
Cell_151	0	no
Cell_152	4	no
Cell_153	4	no
Cell_154	0	no
Cell_155	0	no
Cell_156	0	no
Cell_157	4	no
Cell_158	0	no
Cell_159	2	no
Cell_160	0	no
Cell_161	4	no
Cell_162	2	no
Cell_163	0	no
Cell_164	0	no
Cell_165	0	no
Cell_166	4	no
Cell_167	0	no
Cell_168	4	no
Cell_169	4	no
Cell_170	4	no
Cell_171	0	no
Cell_172	4	no
Cell_173	4	no
Cell_174	4	no
Cell_175	0	no
Cell_176	0	no
Cell_177	2	no
Cell_178	0	no
Cell_179	0	no
Cell_180	4	no
Cell_181	0	no
Cell_182	0	no
Cell_183	2	no
Cell_184	0	no
Cell_185	4	no
Cell_186	0	no
Cell_187	2	no
Cell_188	4	no
Cell_189	0	no
Cell_190	4	no
Cell_191	2	no
Cell_192	4	no
Cell_193	2	no
Cell_194	0	no
Cell_195	4	no
Cell_196	0	no
Cell_197	0	no
Cell_198	4	no
Cell_199	2	no
Cell_200	4	no
Cell_201	4	no
Cell_202	4	no
Cell_203	0	no
Cell_204	4	no
Cell_205	0	no
Cell_206	4	no
Cell_207	4	no
Cell_208	0	no
Cell_209	0	no
Cell_210	4	no
Cell_211	0	no
Cell_212	4	no
Cell_213	0	no
Cell_214	0	no
Cell_215	4	no
Cell_216	4	no
Cell_217	0	no
Cell_218	0	no
Cell_219	0	no
Cell_220	0	no
Cell_221	2	yes
Cell_222	0	no
Cell_223	0	no
Cell_224	4	no
Cell_225	2	no
Cell_226	0	no
Cell_227	0	no
Cell_228	0	no
Cell_229	4	no
Cell_230	4	no
Cell_231	0	no
Cell_232	2	no
Cell_233	4	no
Cell_234	4	no
Cell_235	0	no
Cell_236	4	no
Cell_237	2	no
Cell_238	0	no
Cell_239	4	no
Cell_240	0	no
Cell_241	4	no
Cell_242	4	no
Cell_243	0	no
Cell_244	0	no
Cell_245	0	no
Cell_246	4	no
Cell_247	2	no
Cell_248	0	no
Cell_249	0	no
Cell_250	4	no
Cell_251	4	no
Cell_252	4	no
Cell_253	0	no
Cell_254	0	no
Cell_255	4	no
Cell_256	0	no
Cell_257	4	no
Cell_258	4	no
Cell_259	4	no
Cell_260	4	no
Cell_261	2	no
Cell_262	4	no
Cell_263	0	no
Cell_264	0	no
Cell_265	0	no
Cell_266	0	no
Cell_267	4	no
Cell_268	4	no
Cell_269	4	no
Cell_270	4	no
Cell_271	0	no
Cell_272	2	no
Cell_273	0	no
Cell_274	2	no
Cell_275	0	no
Cell_276	0	no
Cell_277	0	no
Cell_278	0	no
Cell_279	0	no
Cell_280	4	no
Cell_281	0	no
Cell_282	0	no
Cell_283	4	no
Cell_284	0	no
Cell_285	2	no
Cell_286	0	no
Cell_287	4	no
Cell_288	0	no
Cell_289	0	no
Cell_290	0	no
Cell_291	0	no
Cell_292	4	no
Cell_293	2	no
Cell_294	0	no
Cell_295	4	no
Cell_296	0	no
Cell_297	4	no
Cell_298	1	no
Cell_299	0	no
Cell_300	0	no
Cell_301	4	no
Cell_302	0	no
Cell_303	0	no
Cell_304	0	no
Cell_305	0	no
Cell_306	4	no
Cell_307	0	no
Cell_308	2	no
Cell_309	0	no
Cell_310	0	no
Cell_311	4	no
Cell_312	0	no
Cell_313	4	no
Cell_314	0	no
Cell_315	0	no
Cell_316	0	no
Cell_317	0	no
Cell_318	0	no
Cell_319	0	no
Cell_320	4	no
Cell_321	0	no
Cell_322	2	no
Cell_323	4	no
Cell_324	4	no
Cell_325	2	no
Cell_326	0	no
Cell_327	2	no
Cell_328	4	no
Cell_329	4	no
Cell_330	4	no
Cell_331	4	no
Cell_332	4	no
Cell_333	0	no
Cell_334	0	no
Cell_335	4	no
Cell_336	0	no
Cell_337	4	no
Cell_338	0	no
Cell_339	4	no
Cell_340	2	no
Cell_341	2	no
Cell_342	2	no
Cell_343	4	no
Cell_344	4	no
Cell_345	0	no
Cell_346	0	no
Cell_347	2	no
Cell_348	0	no
Cell_349	0	no
Cell_350	0	no
Cell_351	0	no
Cell_352	0	no
Cell_353	0	no
Cell_354	2	no
Cell_355	0	no
Cell_356	0	no
Cell_357	0	no
Cell_358	0	no
Cell_359	0	no
Cell_360	4	no
Cell_361	0	no
Cell_362	0	no
Cell_363	0	no
Cell_364	0	no
Cell_365	4	no
Cell_366	0	no
Cell_367	4	no
Cell_368	0	no
Cell_369	4	no
Cell_370	0	no
Cell_371	2	no
Cell_372	0	no
Cell_373	4	no
Cell_374	0	no
Cell_375	0	no
Cell_376	0	no
Cell_377	0	no
Cell_378	0	no
Cell_379	4	no
Cell_380	4	no
Cell_381	0	no
Cell_382	0	no
Cell_383	0	no
Cell_384	4	no
Cell_385	0	no
Cell_386	0	no
Cell_387	0	no
Cell_388	2	no
Cell_389	4	no
Cell_390	2	no
Cell_391	2	no
Cell_392	4	no
Cell_393	4	no
Cell_394	4	no
Cell_395	0	no
Cell_396	4	no
Cell_397	4	no
Cell_398	2	no
Cell_399	4	no
Cell_400	4	no
Cell_401	4	no
Cell_402	4	no
Cell_403	2	yes
Cell_404	0	no
Cell_405	0	no
Cell_406	0	no
Cell_407	0	no
Cell_408	0	no
Cell_409	4	no
Cell_410	0	no
Cell_411	2	no
Cell_412	0	no
Cell_413	4	no
Cell_414	0	no
Cell_415	4	no
Cell_416	2	no
Cell_417	0	no
Cell_418	0	no
Cell_419	4	no
Cell_420	4	no
Cell_421	0	no
Cell_422	0	no
Cell_423	0	no
Cell_424	4	no
Cell_425	0	no
Cell_426	4	no
Cell_427	0	no
Cell_428	0	no
Cell_429	4	no
Cell_430	4	no
Cell_431	0	no
Cell_432	0	no
Cell_433	4	no
Cell_434	0	no
Cell_435	0	no
Cell_436	0	no
Cell_437	0	no
Cell_438	4	no
Cell_439	4	no
Cell_440	4	no
Cell_441	0	no
Cell_442	4	no
Cell_443	0	no
Cell_444	2	no
Cell_445	0	no
Cell_446	0	no
Cell_447	0	no
Cell_448	2	no
Cell_449	0	no
Cell_450	4	no
Cell_451	0	no
Cell_452	0	no
Cell_453	0	no
Cell_454	4	no
Cell_455	4	no
Cell_456	2	no
Cell_457	0	no
Cell_458	4	no
Cell_459	4	no
Cell_460	0	no
Cell_461	2	no
Cell_462	0	no
Cell_463	4	no
Cell_464	4	no
Cell_465	4	no
Cell_466	2	no
Cell_467	0	no
Cell_468	0	no
Cell_469	0	no
Cell_470	0	no
Cell_471	0	no
Cell_472	0	no
Cell_473	4	no
Cell_474	4	no
Cell_475	4	no
Cell_476	0	no
Cell_477	0	no
Cell_478	4	no
Cell_479	4	no
Cell_480	4	no
Cell_481	0	no
Cell_482	0	no
Cell_483	0	no
Cell_484	2	no
Cell_485	4	no
Cell_486	2	no
Cell_487	4	no
Cell_488	4	no
Cell_489	4	no
Cell_490	0	no
Cell_491	0	no
Cell_492	0	no
Cell_493	4	no
Cell_494	0	no
Cell_495	0	no
Cell_496	4	no
Cell_497	0	no
Cell_498	0	no
Cell_499	0	no
Cell_500	0	no
Cell_501	0	no
Cell_502	4	no
Cell_503	0	no
Cell_504	2	no
Cell_505	0	no
Cell_506	2	no
Cell_507	0	no
Cell_508	2	no
Cell_509	0	no
Cell_510	0	no
Cell_511	4	no
Cell_512	4	no
Cell_513	0	no
Cell_514	0	no
Cell_515	0	no
Cell_516	2	no
Cell_517	0	no
Cell_518	0	no
Cell_519	4	no
Cell_520	0	no
Cell_521	2	no
Cell_522	4	no
Cell_523	0	no
Cell_524	4	no
Cell_525	4	no
Cell_526	4	no
Cell_527	0	no
Cell_528	4	no
Cell_529	0	no
Cell_530	4	no
Cell_531	0	no
Cell_532	4	no
Cell_533	4	no
Cell_534	0	no
Cell_535	0	no
Cell_536	0	no
Cell_537	0	no
Cell_538	0	no
Cell_539	0	no
Cell_540	0	no
Cell_541	4	no
Cell_542	0	no
Cell_543	4	no
Cell_544	0	no
Cell_545	4	no
Cell_546	0	no
Cell_547	0	no
Cell_548	0	no
Cell_549	0	no
Cell_550	4	no
Cell_551	0	no
Cell_552	0	no
Cell_553	0	no
Cell_554	4	no
Cell_555	4	no
Cell_556	0	no
Cell_557	4	no
Cell_558	0	no
Cell_559	4	no
Cell_560	0	no
Cell_561	4	no
Cell_562	0	no
Cell_563	2	no
Cell_564	0	no
Cell_565	0	no
Cell_566	4	no
Cell_567	2	no
Cell_568	0	no
Cell_569	0	no
Cell_570	4	no
Cell_571	2	no
Cell_572	0	no
Cell_573	2	no
Cell_574	4	no
Cell_575	4	no
Cell_576	0	no
Cell_577	0	no
Cell_578	2	no
Cell_579	4	no
Cell_580	4	no
Cell_581	4	no
Cell_582	0	no
Cell_583	0	no
Cell_584	0	no
Cell_585	0	no
Cell_586	0	no
Cell_587	0	no
Cell_588	0	no
Cell_589	0	no
Cell_590	0	no
Cell_591	2	no
Cell_592	0	no
Cell_593	0	no
Cell_594	0	no
Cell_595	4	no
Cell_596	0	no
Cell_597	0	no
Cell_598	0	no
Cell_599	0	no
Cell_600	4	no
Cell_601	0	no
Cell_602	0	no
Cell_603	0	no
Cell_604	4	no
Cell_605	0	no
Cell_606	4	no
Cell_607	0	no
Cell_608	4	no
Cell_609	0	no
Cell_610	2	no
Cell_611	0	no
Cell_612	4	no
Cell_613	0	no
Cell_614	0	no
Cell_615	4	no
Cell_616	4	no
Cell_617	4	no
Cell_618	0	no
Cell_619	0	no
Cell_620	0	no
Cell_621	0	no
Cell_622	4	no
Cell_623	4	no
Cell_624	4	no
Cell_625	0	no
Cell_626	2	no
Cell_627	2	no
Cell_628	0	no
Cell_629	0	no
Cell_630	0	no
Cell_631	4	no
Cell_632	0	no
Cell_633	0	no
Cell_634	0	no
Cell_635	4	no
Cell_636	0	no
Cell_637	0	no
Cell_638	4	no
Cell_639	2	no
Cell_640	2	no
Cell_641	0	no
Cell_642	0	no
Cell_643	4	no
Cell_644	4	no
Cell_645	0	no
Cell_646	0	no
Cell_647	0	no
Cell_648	0	no
Cell_649	0	no
Cell_650	0	no
Cell_651	4	no
Cell_652	4	no
Cell_653	0	no
Cell_654	4	no
Cell_655	2	no
Cell_656	0	no
Cell_657	0	no
Cell_658	4	no
Cell_659	0	no
Cell_660	4	no
Cell_661	4	no
Cell_662	0	no
Cell_663	4	no
Cell_664	4	no
Cell_665	0	no
Cell_666	4	no
Cell_667	0	no
Cell_668	0	no
Cell_669	0	no
Cell_670	0	no
Cell_671	0	no
Cell_672	0	no
Cell_673	0	no
Cell_674	4	no
Cell_675	0	no
Cell_676	4	no
Cell_677	2	no
Cell_678	0	no
Cell_679	4	no
Cell_680	0	no
Cell_681	0	no
Cell_682	0	no
Cell_683	0	no
Cell_684	4	no
Cell_685	0	no
Cell_686	0	no
Cell_687	0	no
Cell_688	0	no
Cell_689	2	no
Cell_690	0	no
Cell_691	0	no
Cell_692	0	no
Cell_693	0	no
Cell_694	0	no
Cell_695	4	no
Cell_696	4	no
Cell_697	2	no
Cell_698	2	no
Cell_699	0	no
Cell_700	0	no
Cell_701	4	no
Cell_702	0	no
Cell_703	4	no
Cell_704	0	no
Cell_705	2	no
Cell_706	0	no
Cell_707	2	no
Cell_708	0	no
Cell_709	2	no
Cell_710	4	no
Cell_711	0	no
Cell_712	0	no
Cell_713	2	no
Cell_714	0	no
Cell_715	2	no
Cell_716	0	no
Cell_717	2	no
Cell_718	0	no
Cell_719	0	no
Cell_720	0	no
Cell_721	4	no
Cell_722	0	no
Cell_723	0	no
Cell_724	0	no
Cell_725	0	no
Cell_726	4	no
Cell_727	0	no
Cell_728	0	no
Cell_729	4	no
Cell_730	2	no
Cell_731	4	no
Cell_732	0	no
Cell_733	4	no
Cell_734	0	no
Cell_735	4	no
Cell_736	0	no
Cell_737	0	no
Cell_738	0	no
Cell_739	0	no
Cell_740	0	no
Cell_741	0	no
Cell_742	0	no
Cell_743	4	no
Cell_744	0	no
Cell_745	2	no
Cell_746	4	no
Cell_747	0	no
Cell_748	4	no
Cell_749	4	no
Cell_750	2	no
Cell_751	0	no
Cell_752	0	no
Cell_753	0	no
Cell_754	0	no
Cell_755	4	no
Cell_756	4	no
Cell_757	2	yes
Cell_758	0	no
Cell_759	2	no
Cell_760	0	no
Cell_761	0	no
Cell_762	4	no
Cell_763	0	no
Cell_764	4	no
Cell_765	0	no
Cell_766	4	no
Cell_767	2	no
Cell_768	2	no
Cell_769	0	no
Cell_770	0	no
Cell_771	4	no
Cell_772	0	no
Cell_773	2	no
Cell_774	4	no
Cell_775	0	no
Cell_776	4	no
Cell_777	4	no
Cell_778	0	no
Cell_779	0	no
Cell_780	0	no
Cell_781	0	no
Cell_782	0	no
Cell_783	0	no
Cell_784	4	no
Cell_785	0	no
Cell_786	2	no
Cell_787	4	no
Cell_788	0	no
Cell_789	0	no
Cell_790	4	no
Cell_791	0	no
Cell_792	0	no
Cell_793	0	no
Cell_794	0	no
Cell_795	2	no
Cell_796	4	no
Cell_797	0	no
Cell_798	4	no
Cell_799	0	no
Cell_800	0	no
Cell_801	4	no
Cell_802	2	no
Cell_803	4	no
Cell_804	0	no
Cell_805	2	no
Cell_806	4	no
Cell_807	4	no
Cell_808	2	no
Cell_809	0	no
Cell_810	2	no
Cell_811	0	no
Cell_812	4	no
Cell_813	2	no
Cell_814	2	no
Cell_815	0	no
Cell_816	0	no
Cell_817	4	no
Cell_818	0	no
Cell_819	0	no
Cell_820	0	no
Cell_821	4	no
Cell_822	0	no
Cell_823	0	no
Cell_824	4	no
Cell_825	4	no
Cell_826	4	no
Cell_827	4	no
Cell_828	4	no
Cell_829	0	no
Cell_830	0	no
Cell_831	0	no
Cell_832	2	no
Cell_833	0	no
Cell_834	0	no
Cell_835	0	no
Cell_836	0	no
Cell_837	0	no
Cell_838	0	no
Cell_839	4	no
Cell_840	0	no
Cell_841	4	no
Cell_842	0	no
Cell_843	0	no
Cell_844	0	no
Cell_845	4	no
Cell_846	0	no
Cell_847	4	no
Cell_848	0	no
Cell_849	0	no
Cell_850	2	no
Cell_851	0	no
Cell_852	4	no
Cell_853	0	no
Cell_854	2	no
Cell_855	0	no
Cell_856	4	no
Cell_857	0	no
Cell_858	0	no
Cell_859	0	no
Cell_860	4	no
Cell_861	4	no
Cell_862	0	no
Cell_863	0	no
Cell_864	0	no
Cell_865	0	no
Cell_866	0	no
Cell_867	4	no
Cell_868	0	no
Cell_869	0	no
Cell_870	4	no
Cell_871	0	no
Cell_872	4	no
Cell_873	4	no
Cell_874	4	no
Cell_875	0	no
Cell_876	4	no
Cell_877	0	no
Cell_878	4	no
Cell_879	0	no
Cell_880	0	no
Cell_881	0	no
Cell_882	4	no
Cell_883	2	no
Cell_884	0	no
Cell_885	0	no
Cell_886	0	no
Cell_887	4	no
Cell_888	0	no
Cell_889	0	no
Cell_890	4	no
Cell_891	4	no
Cell_892	0	no
Cell_893	4	no
Cell_894	0	no
Cell_895	0	no
Cell_896	0	no
Cell_897	2	no
Cell_898	0	no
Cell_899	0	no
Cell_900	4	no
Cell_901	2	no
Cell_902	0	no
Cell_903	0	no
Cell_904	4	no
Cell_905	4	no
Cell_906	0	no
Cell_907	0	no
Cell_908	4	no
Cell_909	0	no
Cell_910	0	no
Cell_911	4	no
Cell_912	0	no
Cell_913	0	no
Cell_914	4	no
Cell_915	0	no
Cell_916	0	no
Cell_917	0	no
Cell_918	2	no
Cell_919	4	no
Cell_920	4	no
Cell_921	4	no
Cell_922	2	no
Cell_923	0	no
Cell_924	4	no
Cell_925	0	no
Cell_926	0	no
Cell_927	4	no
Cell_928	4	no
Cell_929	0	no
Cell_930	4	no
Cell_931	4	no
Cell_932	0	no
Cell_933	0	no
Cell_934	0	no
Cell_935	2	no
Cell_936	0	no
Cell_937	0	no
Cell_938	4	no
Cell_939	0	no
Cell_940	4	no
Cell_941	4	no
Cell_942	4	no
Cell_943	4	no
Cell_944	0	no
Cell_945	0	no
Cell_946	0	no
Cell_947	0	no
Cell_948	0	no
Cell_949	4	no
Cell_950	2	no
Cell_951	0	no
Cell_952	4	no
Cell_953	0	no
Cell_954	0	no
Cell_955	4	no
Cell_956	0	no
Cell_957	0	no
Cell_958	4	no
Cell_959	2	no
Cell_960	0	no
Cell_961	4	no
Cell_962	0	no
Cell_963	0	no
Cell_964	4	no
Cell_965	0	no
Cell_966	0	no
Cell_967	0	no
Cell_968	0	no
Cell_969	4	no
Cell_970	0	no
Cell_971	2	no
Cell_972	0	no
Cell_973	4	no
Cell_974	4	no
Cell_975	0	no
Cell_976	4	no
Cell_977	0	no
Cell_978	4	no
Cell_979	4	no
Cell_980	4	no
Cell_981	4	no
Cell_982	0	no
Cell_983	0	no
Cell_984	0	no
Cell_985	4	no
Cell_986	4	no
Cell_987	4	no
Cell_988	0	no
Cell_989	0	no
Cell_990	4	no
Cell_991	0	no
Cell_992	4	no
Cell_993	0	no
Cell_994	0	no
Cell_995	0	no
Cell_996	4	no
Cell_997	4	no
Cell_998	2	no
Cell_999	0	no
Cell_1000	4	no
Cell_1001	4	no
Cell_1002	4	no
Cell_1003	0	no
Cell_1004	4	no
Cell_1005	4	no
Cell_1006	4	no
Cell_1007	0	no
Cell_1008	0	no
Cell_1009	0	no
Cell_1010	4	no
Cell_1011	0	no
Cell_1012	4	no
Cell_1013	0	no
Cell_1014	0	no
Cell_1015	4	no
Cell_1016	4	no
Cell_1017	2	no
Cell_1018	0	no
Cell_1019	4	no
Cell_1020	4	no
Cell_1021	0	no
Cell_1022	2	no
Cell_1023	4	no
Cell_1024	4	no
Cell_1025	0	no
Cell_1026	2	no
Cell_1027	4	no
Cell_1028	2	no
Cell_1029	4	no
Cell_1030	0	no
Cell_1031	4	no
Cell_1032	2	no
Cell_1033	0	no
Cell_1034	4	no
Cell_1035	4	no
Cell_1036	0	no
Cell_1037	0	no
Cell_1038	0	no
Cell_1039	0	no
Cell_1040	0	no
Cell_1041	0	no
Cell_1042	0	no
Cell_1043	0	no
Cell_1044	4	no
Cell_1045	4	no
Cell_1046	0	no
Cell_1047	0	no
Cell_1048	0	no
Cell_1049	4	no
Cell_1050	0	no
Cell_1051	4	no
Cell_1052	0	no
Cell_1053	0	no
Cell_1054	4	no
Cell_1055	4	no
Cell_1056	2	no
Cell_1057	0	no
Cell_1058	4	no
Cell_1059	0	no
Cell_1060	4	no
Cell_1061	0	no
Cell_1062	0	no
Cell_1063	0	no
Cell_1064	0	no
Cell_1065	0	no
Cell_1066	0	no
Cell_1067	4	no
Cell_1068	4	no
Cell_1069	4	no
Cell_1070	4	no
Cell_1071	0	no
Cell_1072	0	no
Cell_1073	0	no
Cell_1074	4	no
Cell_1075	0	no
Cell_1076	0	no
Cell_1077	4	no
Cell_1078	0	no
Cell_1079	4	no
Cell_1080	0	no
Cell_1081	0	no
Cell_1082	0	no
Cell_1083	0	no
Cell_1084	0	no
Cell_1085	4	no
Cell_1086	0	no
Cell_1087	0	no
Cell_1088	4	no
Cell_1089	0	no
Cell_1090	0	no
Cell_1091	0	no
Cell_1092	0	no
Cell_1093	0	no
Cell_1094	0	no
Cell_1095	0	no
Cell_1096	0	no
Cell_1097	0	no
Cell_1098	0	no
Cell_1099	4	no
Cell_1100	0	no
Cell_1101	0	no
Cell_1102	0	no
Cell_1103	0	no
Cell_1104	4	no
Cell_1105	4	no
Cell_1106	4	no
Cell_1107	2	no
Cell_1108	0	no
Cell_1109	2	no
Cell_1110	0	no
Cell_1111	0	no
Cell_1112	4	no
Cell_1113	4	no
Cell_1114	4	no
Cell_1115	0	no
Cell_1116	0	no
Cell_1117	4	no
Cell_1118	0	no
Cell_1119	0	no
Cell_1120	0	no
Cell_1121	4	no
Cell_1122	0	no
Cell_1123	0	no
Cell_1124	4	no
Cell_1125	4	no
Cell_1126	0	no
Cell_1127	0	no
Cell_1128	0	no
Cell_1129	4	no
Cell_1130	0	no
Cell_1131	0	no
Cell_1132	0	no
Cell_1133	0	no
Cell_1134	2	no
Cell_1135	0	no
Cell_1136	0	no
Cell_1137	0	no
Cell_1138	0	no
Cell_1139	0	no
Cell_1140	0	no
Cell_1141	0	no
Cell_1142	2	no
Cell_1143	4	no
Cell_1144	0	no
Cell_1145	2	no
Cell_1146	0	no
Cell_1147	4	no
Cell_1148	2	no
Cell_1149	0	no
Cell_1150	0	no
Cell_1151	0	no
Cell_1152	0	no
Cell_1153	0	no
Cell_1154	0	no
Cell_1155	0	no
Cell_1156	2	no
Cell_1157	4	no
Cell_1158	0	no
Cell_1159	0	no
Cell_1160	0	no
Cell_1161	0	no
Cell_1162	0	no
Cell_1163	0	no
Cell_1164	0	no
Cell_1165	4	no
Cell_1166	0	no
Cell_1167	4	no
Cell_1168	0	no
Cell_1169	0	no
Cell_1170	4	no
Cell_1171	0	no
Cell_1172	0	no
Cell_1173	0	no
Cell_1174	0	no
Cell_1175	0	no
Cell_1176	0	no
Cell_1177	4	no
Cell_1178	4	no
Cell_1179	0	no
Cell_1180	2	no
Cell_1181	2	no
Cell_1182	2	no
Cell_1183	4	no
Cell_1184	0	no
Cell_1185	4	no
Cell_1186	0	no
Cell_1187	4	no
Cell_1188	0	no
Cell_1189	4	no
Cell_1190	0	no
Cell_1191	0	no
Cell_1192	4	no
Cell_1193	0	no
Cell_1194	4	no
Cell_1195	0	no
Cell_1196	0	no
Cell_1197	2	no
Cell_1198	4	no
Cell_1199	0	no
Cell_1200	0	no
Cell_1201	0	no
Cell_1202	2	no
Cell_1203	4	no
Cell_1204	0	no
Cell_1205	0	no
Cell_1206	4	no
Cell_1207	0	no
Cell_1208	0	no
Cell_1209	4	no
Cell_1210	0	no
Cell_1211	2	no
Cell_1212	4	no
Cell_1213	0	no
Cell_1214	4	no
Cell_1215	4	no
Cell_1216	4	no
Cell_1217	0	no
Cell_1218	4	no
Cell_1219	0	no
Cell_1220	0	no
Cell_1221	0	no
Cell_1222	0	no
Cell_1223	4	no
Cell_1224	4	no
Cell_1225	2	no
Cell_1226	2	no
Cell_1227	0	no
Cell_1228	0	no
Cell_1229	0	no
Cell_1230	4	no
Cell_1231	0	no
Cell_1232	0	no
Cell_1233	0	no
Cell_1234	0	no
Cell_1235	2	no
Cell_1236	0	no
Cell_1237	4	no
Cell_1238	2	no
Cell_1239	4	no
Cell_1240	0	no
Cell_1241	0	no
Cell_1242	4	no
Cell_1243	2	no
Cell_1244	0	no
Cell_1245	4	no
Cell_1246	0	no
Cell_1247	0	no
Cell_1248	0	no
Cell_1249	0	no
Cell_1250	0	no
Cell_1251	0	no
Cell_1252	4	no
Cell_1253	0	no
Cell_1254	0	no
Cell_1255	0	no
Cell_1256	0	no
Cell_1257	0	no
Cell_1258	4	no
Cell_1259	0	no
Cell_1260	0	no
Cell_1261	0	no
Cell_1262	0	no
Cell_1263	4	no
Cell_1264	4	no
Cell_1265	4	no
Cell_1266	4	no
Cell_1267	4	no
Cell_1268	4	no
Cell_1269	4	no
Cell_1270	2	no
Cell_1271	4	no
Cell_1272	4	no
Cell_1273	4	no
Cell_1274	0	no
Cell_1275	0	no
Cell_1276	4	no
Cell_1277	4	no
Cell_1278	4	no
Cell_1279	0	no
Cell_1280	4	no
Cell_1281	0	no
Cell_1282	4	no
Cell_1283	0	no
Cell_1284	0	no
Cell_1285	0	no
Cell_1286	0	no
Cell_1287	0	no
Cell_1288	4	no
Cell_1289	2	no
Cell_1290	0	no
Cell_1291	0	no
Cell_1292	0	no
Cell_1293	4	no
Cell_1294	0	no
Cell_1295	4	no
Cell_1296	4	no
Cell_1297	4	no
Cell_1298	4	no
Cell_1299	4	no
Cell_1300	0	no
Cell_1301	4	no
Cell_1302	4	no
Cell_1303	0	no
Cell_1304	0	no
Cell_1305	4	no
Cell_1306	0	no
Cell_1307	0	no
Cell_1308	0	no
Cell_1309	0	no
Cell_1310	4	no
Cell_1311	4	no
Cell_1312	0	no
